# Thai words with more than one recorded reading (WikiPron), most frequent first.
# class: sandhi = linking form inside a Pali/Sanskrit compound (positional, the
#   dictionary already carries it on the compound); tone-only / vowel-length =
#   two accepted transcriptions of one word; letter-names = the spelling-out
#   reading; REVIEW = none of those, so possibly a true heteronym.
# Only REVIEW rows need a human. For each, say whether the two readings mean
#   DIFFERENT things (write y) or are both acceptable for the same word (n),
#   and if y, list words that signal the second reading.
freq	word	class	ours	readings	different_meaning	cue_words
314	โมดูล	REVIEW	moː˧duːn˧	moː˧duːl˧ | moː˧duːn˧		
305	คมนาคม	REVIEW	kʰa˦˥ma˦˥naː˧kʰom˧	kʰa˦˥ma˦˥naː˧kʰom˧ | kʰom˧ma˦˥naː˧kʰom˧		
304	แฟรงก์เฟิร์ต	tone-only	frɛŋ˦˥fɤt̚˨˩	frɛŋ˦˥fɤt̚˨˩ | frɛŋ˧fɤt̚˨˩		
304	เอนโทรปี	tone-only	ʔeːn˧tʰoː˧ra˦˥piː˧	ʔeːn˧tʰroː˧piː˥˩ | ʔeːn˧tʰroː˧piː˧		
304	เทนเนสซี	tone-only	tʰen˧nes˦˥siː˥˩	tʰen˧net̚˦˥siː˥˩ | tʰen˧net̚˦˥siː˧		
303	แกมมา	vowel-length	kɛːm˧maː˥˩	kɛm˧maː˥˩ | kɛːm˧maː˥˩		
299	ฮองเฮา	vowel-length	hɔːŋ˧haw˧	hɔŋ˧haw˧ | hɔːŋ˧haw˧		
294	บัลลาด	REVIEW	ban˧laːt̚˨˩	bal˧laːt̚˨˩ | ban˧laːt̚˨˩		
294	กาฬ	sandhi	kaːn˧	kaːn˧ | kaːn˧la˦˥ | kaː˧la˦˥		
293	เดลตา	vowel-length	deːl˧taː˥˩	del˧taː˥˩ | deːl˧taː˥˩		
293	พิหาร	sandhi	pʰi˦˥haːn˩˩˦	pʰi˦˥haːn˩˩˦ | pʰi˦˥haː˩˩˦ra˦˥		
292	ประชากรศาสตร์	REVIEW	pra˨˩tɕʰaː˧kɔːn˧saːt̚˨˩	pra˨˩tɕʰaː˧kɔːn˧saːt̚˨˩ | pra˨˩tɕʰaː˧kɔː˧ra˦˥saːt̚˨˩		
291	สมภาร	sandhi	som˩˩˦pʰaːn˧	som˩˩˦pʰaːn˧ | som˩˩˦pʰaː˧ra˦˥		
290	หริภุญชัย	tone-only	ha˨˩ri˦˥pʰun˧tɕʰaj˧	ha˨˩ri˦˥pʰun˧tɕʰaj˧ | ha˨˩ri˨˩pʰun˧tɕʰaj˧		
289	นักษัตร	sandhi	nak̚˦˥sat̚˨˩tra˨˩	nak̚˦˥sat̚˨˩ | nak̚˦˥sat̚˨˩tra˨˩		
288	ปฐพี	REVIEW	pa˨˩tʰa˨˩pʰiː˧	pat̚˨˩tʰa˦˥pʰiː˧ | pa˨˩tʰa˦˥pʰiː˧		
288	ถาวรวัตถุ	REVIEW	tʰaː˩˩˦wɔːn˧wat̚˦˥tʰuʔ˨˩	tʰaː˩˩˦wɔːn˧wat̚˦˥tʰuʔ˨˩ | tʰaː˩˩˦wɔː˧ra˦˥wat̚˦˥tʰuʔ˨˩		
287	เก้ง	vowel-length	keːŋ˥˩	keŋ˥˩ | keːŋ˥˩		
287	ว่าว	vowel-length	waːw˥˩	waw˥˩ | waːw˥˩		
285	ทรัสต์	REVIEW	tʰras˦˥	tʰras˦˥ | tʰrat̚˦˥		
284	อักษรศาสตร์	REVIEW	ʔak̚˨˩sɔːn˩˩˦saːt̚˨˩	ʔak̚˨˩sɔːn˩˩˦saːt̚˨˩ | ʔak̚˨˩sɔː˩˩˦ra˦˥saːt̚˨˩		
284	หงอน	vowel-length	ŋɔːn˩˩˦	ŋɔn˩˩˦ | ŋɔːn˩˩˦		
284	กันดาร	sandhi	kan˧daːn˧	kan˧daːn˧ | kan˧daː˧ra˦˥		
277	ภาส	sandhi	pʰaːt̚˥˩	pʰaːt̚˥˩ | pʰaːt̚˥˩sa˨˩		
277	พสกนิกร	REVIEW	pʰa˦˥sok̚˨˩ni˦˥kɔːn˧	pʰa˦˥sok̚˨˩ka˨˩ni˦˥kɔːn˧ | pʰa˦˥sok̚˨˩ni˦˥kɔːn˧		
273	ยีสต์	REVIEW	jiːs˦˥	jiːs˦˥ | jiːt̚˦˥		
273	คณะรัฐประหาร	REVIEW	kʰa˦˥na˦˥rat̚˦˥tʰa˨˩pra˨˩haːn˩˩˦	kʰa˦˥na˦˥rat̚˦˥pra˨˩haːn˩˩˦ | kʰa˦˥na˦˥rat̚˦˥tʰa˨˩pra˨˩haːn˩˩˦		
270	อมฤต	sandhi	ʔa˨˩ma˦˥rit̚˦˥	ʔa˨˩ma˦˥rit̚˦˥ | ʔa˨˩ma˦˥rit̚˦˥ta˨˩ | ʔa˨˩ma˦˥rɯt̚˦˥ | ʔa˨˩ma˦˥rɯt̚˦˥ta˨˩		
270	กลวิธี	REVIEW	kon˧la˦˥wi˦˥tʰiː˧	kon˧la˦˥wi˦˥tʰiː˧ | kon˧wi˦˥tʰiː˧		
269	อัคนี	REVIEW	ʔak̚˨˩kʰa˦˥niː˧	ʔak̚˨˩kʰa˦˥niː˧ | ʔak̚˨˩niː˧		
269	ฌ	sandhi	tɕʰɔː˧	tɕʰɔː˧ | tɕʰɔː˧tɕʰɤː˧		
268	อัฐ	sandhi	ʔat̚˨˩	ʔat̚˨˩ | ʔat̚˨˩tʰa˨˩		
268	มอริเชียส	tone-only	mɔː˧ri˦˥tɕʰias˦˥	mɔː˧ri˦˥tɕʰia̯s˥˩ | mɔː˧ri˦˥tɕʰia̯s˦˥		
265	คละ	REVIEW	kʰlaʔ˦˥	kʰlaʔ˦˥ | kʰon˧laʔ˦˥		
264	มลภาวะ	REVIEW	mon˧pʰaː˧waʔ˦˥	mon˧la˦˥pʰaː˧waʔ˦˥ | mon˧pʰaː˧waʔ˦˥		
263	คู่กรณี	REVIEW	kʰuː˥˩kɔː˧ra˦˥niː˧	kʰuː˥˩ka˨˩ra˦˥niː˧ | kʰuː˥˩kɔː˧ra˦˥niː˧		
262	แคนซัส	vowel-length	kʰɛn˧sas˦˥	kʰɛn˧sas˦˥ | kʰɛːn˧sas˦˥		
259	ศต	REVIEW	sa˨˩taʔ˨˩	sat̚˨˩ta˨˩ | sa˨˩ta˨˩ | sot̚˨˩		
257	อัลตราไวโอเลต	REVIEW	ʔal˧traː˥˩waj˧ʔoː˧let̚˨˩	ʔal˧traː˥˩waj˧ʔoː˧let̚˨˩ | ʔan˧traː˥˩waj˧ʔoː˧let̚˨˩		
256	เบญจมาศ	vowel-length	ben˧tɕa˨˩maːt̚˥˩	ben˧tɕa˨˩maːt̚˥˩ | beːn˧tɕa˨˩maːt̚˥˩		
252	แซนด์วิช	REVIEW	sɛːn˧wit̚˦˥	sɛːn˧witɕʰ˦˥ | sɛːn˧wit̚˦˥		
251	เจ้าของบ้าน	vowel-length	tɕaːw˥˩kʰɔːŋ˩˩˦baːn˥˩	tɕaw˥˩kʰɔːŋ˩˩˦baːn˥˩ | tɕaːw˥˩kʰɔːŋ˩˩˦baːn˥˩		
251	ค่ะ	tone-only	kʰaʔ˥˩	kʰaʔ˥˩ | kʰaʔ˨˩		
251	คอมพิวเตอร์ส่วนบุคคล	tone-only	kʰɔːm˧pʰiw˧tɤː˥˩suan˨˩buk̚˨˩kʰon˧	kʰɔm˧pʰiw˦˥tɤː˥˩sua̯n˨˩buk̚˨˩kʰon˧ | kʰɔm˧pʰiw˧tɤː˥˩sua̯n˨˩buk̚˨˩kʰon˧		
249	ไบเบิล	REVIEW	baj˧bɤn˥˩	baj˧bɤl˥˩ | baj˧bɤn˥˩		
246	เปรต	sandhi	preːt̚˨˩	preːt̚˨˩ | preːt̚˨˩ta˨˩ | preː˧ta˨˩		
246	ฮอนดูรัส	REVIEW	hɔn˧duː˧ras˦˥	hɔn˧duː˧ras˦˥ | hɔn˧duː˧rat̚˦˥		
246	รีไซเคิล	REVIEW	riː˧saj˧kʰɤn˥˩	riː˧saj˧kʰɤl˥˩ | riː˧saj˧kʰɤn˥˩		
246	ผ	sandhi	pʰɔː˩˩˦	pʰɔː˩˩˦ | pʰɔː˩˩˦pʰɯŋ˥˩		
244	อัลกอริทึม	REVIEW	ʔan˧kɔː˧ri˦˥tʰɯm˧	ʔal˧kɔː˧ri˦˥tʰɯm˥˩ | ʔan˧kɔː˧ri˦˥tʰɯm˥˩		
244	ฬ	sandhi	lɔː˧	lɔː˧ | lɔː˧tɕu˨˩laː˧		
240	จันทรุปราคา	REVIEW	tɕan˧tʰa˦˥rup̚˦˥pa˨˩raː˧kʰaː˧	tɕan˧tʰa˦˥rup̚˦˥pa˨˩raː˧kʰaː˧ | tɕan˧tʰru˦˥pa˨˩raː˧kʰaː˧		
238	ดูกร	REVIEW	duː˧kɔːn˧	duː˧ka˨˩raʔ˦˥ | duː˧kɔːn˧		
236	วรรษ	sandhi	wat̚˦˥	wat̚˦˥ | wat̚˦˥sa˨˩		
236	บัลเลต์	REVIEW	ban˧leː˥˩	bal˧leː˥˩ | ban˧leː˥˩		
236	กอริลลา	REVIEW	kɔː˧rin˧laː˥˩	kɔː˧ril˧laː˥˩ | kɔː˧rin˧laː˥˩		
230	พรีเซ็นเตอร์	tone-only	pʰriː˧sen˧tɤː˥˩	pʰriː˧sen˦˥tɤː˥˩ | pʰriː˧sen˧tɤː˥˩		
229	แมคโดนัลด์	REVIEW	mɛːk̚˥˩doː˧nan˧	mɛk̚˦˥doː˧nan˥˩ | mɛk̚˦˥doː˧noː˥˩		
225	ยีราฟ	REVIEW	jiː˧raːp̚˦˥	jiː˧raːf˦˥ | jiː˧raːp̚˦˥		
224	ฑ	sandhi	tʰɔː˧	tʰɔː˧ | tʰɔː˧mon˧tʰoː˧		
217	เคาน์เตอร์	tone-only	kʰaw˧tɤː˥˩	kʰaw˦˥tɤː˥˩ | kʰaw˧tɤː˥˩		
217	รังสีแกมมา	vowel-length	raŋ˧siː˩˩˦kɛːm˧maː˥˩	raŋ˧siː˩˩˦kɛm˧maː˥˩ | raŋ˧siː˩˩˦kɛːm˧maː˥˩		
214	สุขา	REVIEW	su˨˩kʰaː˩˩˦	suk̚˨˩kʰaː˩˩˦ | su˨˩kʰaː˩˩˦		
212	โยเกิร์ต	vowel-length	joː˧kɤːt̚˨˩	joː˧kɤt̚˨˩ | joː˧kɤːt̚˨˩		
210	สุเมธ	REVIEW	su˨˩meːt̚˥˩	su˨˩meːt̚˥˩ | su˨˩meː˧tʰa˦˥		
207	บรรณ	sandhi	ban˧	ban˧ | ban˧na˦˥		
206	โจรกรรม	REVIEW	tɕoː˧ra˦˥kam˧	tɕoːn˧ra˦˥kam˧ | tɕoː˧ra˦˥kam˧		
205	เอ็มบริโอ	tone-only	ʔem˧bri˨˩ʔoː˧	ʔem˧bri˨˩ʔoː˥˩ | ʔem˧bri˨˩ʔoː˧		
205	อดิเรก	sandhi	ʔa˨˩di˨˩reːk̚˨˩	ʔa˨˩di˨˩reːk̚˨˩ | ʔa˨˩di˨˩reːk̚˨˩ka˨˩		
200	เอลซัลวาดอร์	REVIEW	ʔeːl˧sal˧waː˧dɔː˧	ʔew˧saw˧waː˧dɔː˧ | ʔeːl˧sal˧waː˧dɔː˧		
199	นีออน	vowel-length	niː˧ʔɔːn˧	niː˧ʔɔn˥˩ | niː˧ʔɔn˧ | niː˧ʔɔːn˧		
197	แฟกซ์	REVIEW	fɛk̚˨˩	fɛk̚s˨˩ | fɛk̚˨˩		
197	สวิง	tone-only	sa˨˩wiŋ˩˩˦	sa˨˩wiŋ˧ | sa˨˩wiŋ˩˩˦		
194	อุปนายก	REVIEW	ʔu˨˩pa˨˩naː˧jok̚˦˥	ʔup̚˨˩pa˨˩naː˧jok̚˦˥ | ʔu˨˩pa˨˩naː˧jok̚˦˥		
194	ราเมศวร	REVIEW	raː˧meː˧suan˩˩˦	raːm˧meː˧sua̯n˩˩˦ | raː˧meː˧sua̯n˩˩˦		
194	บอตสวานา	REVIEW	bɔːt̚˦˥sa˨˩waː˧naː˥˩	bɔːt̚˦˥sa˨˩waː˧naː˥˩ | bɔːt̚˦˥swaː˩˩˦naː˥˩		
191	ไม้กวาด	vowel-length	maːj˦˥kwaːt̚˨˩	maj˦˥kwaːt̚˨˩ | maːj˦˥kwaːt̚˨˩		
191	กาฬโรค	REVIEW	kaː˧la˦˥roːk̚˥˩	kaːn˧la˦˥roːk̚˥˩ | kaː˧la˦˥roːk̚˥˩		
190	จิตบำบัด	REVIEW	tɕit̚˨˩ta˨˩bam˧bat̚˨˩	tɕit̚˨˩bam˧bat̚˨˩ | tɕit̚˨˩ta˨˩bam˧bat̚˨˩		
185	แพลทินัม	REVIEW	pʰlɛː˧tʰi˦˥nam˥˩	pʰlɛt̚˦˥tʰi˦˥nam˥˩ | pʰlɛː˧tʰi˦˥nam˥˩		
183	เซ็กส์	REVIEW	sek̚˦˥	sek̚s˦˥ | sek̚˦˥		
182	ปัจฉิม	sandhi	pat̚˨˩tɕʰim˩˩˦	pat̚˨˩tɕʰim˩˩˦ | pat̚˨˩tɕʰim˩˩˦ma˦˥		
180	มูส	REVIEW	muːs˦˥	muːs˦˥ | muːt̚˦˥		
178	ปราชัย	REVIEW	praː˧tɕʰaj˧	pa˨˩raː˧tɕʰaj˧ | praː˧tɕʰaj˧		
176	วาทยกร	REVIEW	waː˧tʰa˦˥ja˦˥kɔːn˧	waːt̚˥˩tʰa˦˥ja˦˥kɔːn˧ | waː˧tʰa˦˥ja˦˥kɔːn˧		
170	ไซบอร์ก	vowel-length	saj˧bɔːk̚˨˩	saj˧bɔk̚˨˩ | saj˧bɔːk̚˨˩		
168	เมียนมา	tone-only	mian˧maː˧	mia̯n˧maː˥˩ | mia̯n˧maː˧		
165	ฟ้าแลบ	vowel-length	faː˦˥lɛːp̚˥˩	faː˦˥lɛp̚˥˩ | faː˦˥lɛːp̚˥˩		
164	สลาก	sandhi	sa˨˩laːk̚˨˩	sa˨˩laːk̚˨˩ | sa˨˩laːk̚˨˩ka˨˩		
163	เบญจศก	vowel-length	ben˧tɕa˨˩sok̚˨˩	ben˧tɕa˨˩sok̚˨˩ | beːn˧tɕa˨˩sok̚˨˩		
163	ศัลยศาสตร์	REVIEW	san˩˩˦ja˦˥saːt̚˨˩	san˩˩˦ja˦˥saːt̚˨˩ | san˩˩˦la˦˥ja˦˥saːt̚˨˩		
162	สุมน	REVIEW	su˨˩mon˧	su˨˩ma˦˥na˦˥ | su˨˩mon˧		
162	ฒ	sandhi	tʰɔː˧	tʰɔː˧ | tʰɔː˧pʰuː˥˩tʰaw˥˩		
161	อเนก	sandhi	ʔa˨˩neːk̚˨˩	ʔa˨˩neːk̚˨˩ | ʔa˨˩neːk̚˨˩ka˨˩		
160	สารท	REVIEW	saːt̚˨˩	saːt̚˨˩ | saː˩˩˦ra˦˥tʰa˦˥		
157	ฃ	sandhi	kʰɔː˩˩˦	kʰɔː˩˩˦ | kʰɔː˩˩˦kʰua̯t̚˨˩		
156	วิปลาส	REVIEW	wi˦˥pa˨˩laːt̚˥˩	wip̚˦˥pa˨˩laːt̚˥˩ | wi˦˥pa˨˩laːt̚˥˩		
155	นาวิก	sandhi	naː˧wik̚˦˥	naː˧wik̚˦˥ | naː˧wik̚˦˥ka˨˩		
154	โภค	sandhi	pʰoːk̚˥˩	pʰoːk̚˥˩ | pʰoːk̚˥˩kʰa˦˥ | pʰoː˧kʰa˦˥		
151	เสย	vowel-length	sɤːj˩˩˦	sɤj˩˩˦ | sɤːj˩˩˦		
148	อาชญากรสงคราม	REVIEW	ʔaːt̚˨˩jaː˧kɔːn˧soŋ˩˩˦kʰraːm˧	ʔaːt̚˨˩jaː˧kɔːn˧soŋ˩˩˦kʰraːm˧ | ʔaːt̚˨˩tɕʰa˦˥jaː˧kɔːn˧soŋ˩˩˦kʰraːm˧		
148	กุลสตรี	REVIEW	kun˧la˦˥sa˨˩triː˧	kun˧la˦˥sat̚˨˩triː˧ | kun˧la˦˥sa˨˩triː˧		
148	กรรมาชีพ	REVIEW	kan˧maː˧tɕʰiːp̚˥˩	kam˧maː˧tɕʰiːp̚˥˩ | kan˧maː˧tɕʰiːp̚˥˩		
147	ไฟร์ฟอกซ์	REVIEW	faːj˧fɔk̚˦˥	faːj˧fɔk̚s˦˥ | faːj˧fɔk̚˦˥		
147	น้ำจิ้ม	vowel-length	naːm˦˥tɕim˥˩	nam˦˥tɕim˥˩ | naːm˦˥tɕim˥˩		
147	คีต	REVIEW	kʰiːt̚˥˩	kʰiːt̚˥˩ | kʰiː˧ta˨˩		
145	บูร์กินาฟาโซ	tone-only	buː˧ki˨˩naː˧faː˧soː˧	buː˧ki˨˩naː˥˩faː˧soː˥˩ | buː˧ki˨˩naː˥˩faː˧soː˧ | buː˧ki˨˩naː˧faː˧soː˧		
144	ไฮดรา	tone-only	haj˧draː˧	haj˧draː˥˩ | haj˧draː˧		
141	ฝ	sandhi	fɔː˩˩˦	fɔː˩˩˦ | fɔː˩˩˦faː˩˩˦		
139	ไวไฟ	vowel-length	waj˧faj˧	waj˧faj˧ | waːj˧faːj˧		
139	ถุงน้ำดี	vowel-length	tʰuŋ˩˩˦naːm˦˥diː˧	tʰuŋ˩˩˦nam˦˥diː˧ | tʰuŋ˩˩˦naːm˦˥diː˧		
138	ฅ	sandhi	kʰɔː˧	kʰɔː˧ | kʰɔː˧kʰon˧		
136	บาร์เบโดส	REVIEW	baː˧beː˧doːs˦˥	baː˧beː˧doːs˦˥ | baː˧beː˧doːt̚˦˥		
135	แดนเซอร์	vowel-length	dɛːn˦˥sɤː˥˩	dɛn˦˥sɤː˥˩ | dɛːn˦˥sɤː˥˩		
135	อภิชน	REVIEW	ʔa˨˩pʰi˦˥tɕʰon˧	ʔa˨˩pʰi˦˥tɕʰa˦˥na˦˥ | ʔa˨˩pʰi˦˥tɕʰon˧		
132	สัทศาสตร์	tone-only	sat̚˨˩tʰa˦˥saːt̚˨˩	sat̚˨˩tʰa˦˥saːt̚˨˩ | sat̚˨˩tʰa˧saːt̚˨˩		
129	ไซเรน	vowel-length	saj˧reːn˧	saj˧ren˧ | saj˧reːn˧		
128	โรดไอแลนด์	vowel-length	roːt̚˦˥ʔaj˧lɛːn˧	roːt̚˦˥ʔaj˧lɛn˥˩ | roːt̚˦˥ʔaj˧lɛːn˧		
125	เซเชลส์	REVIEW	seː˧tɕʰeːn˧	seː˧tɕʰeːl˧ | seː˧tɕʰeːn˧		
120	อันตรธาน	REVIEW	ʔan˧tra˨˩tʰaːn˧	ʔan˧ta˨˩ra˦˥tʰaːn˧ | ʔan˧tra˨˩tʰaːn˧		
120	มกร	sandhi	ma˦˥kɔːn˧	ma˦˥ka˨˩ra˦˥ | ma˦˥kɔːn˧ | ma˦˥kɔː˧ra˦˥		
119	แมงกานีส	vowel-length	mɛːŋ˧kaː˧niːs˦˥	mɛŋ˧kaː˧niːs˦˥ | mɛːŋ˧kaː˧niːs˦˥		
118	ทส	sandhi	tʰot̚˦˥	tʰot̚˦˥ | tʰot̚˦˥sa˨˩		
117	พันธกรณี	REVIEW	pʰan˧tʰa˦˥kɔː˧ra˦˥niː˧	pʰan˧tʰa˦˥ka˨˩ra˦˥niː˧ | pʰan˧tʰa˦˥kɔː˧ra˦˥niː˧		
117	ฆาฏ	sandhi	kʰaːt̚˥˩	kʰaːt̚˥˩ | kʰaːt̚˥˩ta˨˩		
116	แฮมสเตอร์	REVIEW	hɛm˧sa˨˩tɤː˨˩	hɛms˧tɤː˥˩ | hɛm˧sa˨˩tɤː˥˩		
116	นฤมิต	sandhi	na˦˥rɯ˦˥mit̚˦˥	na˦˥rɯ˦˥mit̚˦˥ | na˦˥rɯ˦˥mit̚˦˥ta˨˩		
115	อนาถ	REVIEW	ʔa˨˩naːt̚˨˩	ʔa˨˩naːt̚˨˩ | ʔa˨˩naː˧tʰa˨˩		
114	สัตยาบัน	sandhi	sat̚˨˩ta˨˩jaː˧ban˧	sat̚˨˩ta˨˩jaː˧ban˧ | sat̚˨˩ta˨˩jaː˧ban˧na˦˥		
113	หมากฝรั่ง	tone-only	maːk̚˨˩fa˨˩raŋ˨˩	maːk̚˨˩fa˦˥raŋ˨˩ | maːk̚˨˩fa˨˩raŋ˨˩		
112	แลมบ์ดา	vowel-length	lɛːm˧daː˥˩	lɛm˧daː˥˩ | lɛːm˧daː˥˩		
111	มอสส์	REVIEW	mɔːt̚˦˥	mɔːs˦˥ | mɔːt̚˦˥		
109	ฉิบหาย	tone-only	tɕʰip̚˨˩haːj˩˩˦	tɕʰip̚˦˥haːj˩˩˦ | tɕʰip̚˨˩haːj˩˩˦		
107	แหน	REVIEW	hɛːn˩˩˦	hɛːn˩˩˦ | nɛː˩˩˦		
107	ลิงค์	tone-only	liŋ˧	liŋ˦˥ | liŋ˧		
107	มอม	vowel-length	mɔːm˧	mɔm˧ | mɔːm˧		
104	วีรสตรี	REVIEW	wiː˧ra˦˥sa˨˩triː˧	wiː˧ra˦˥sat̚˨˩triː˧ | wiː˧ra˦˥sa˨˩triː˧		
104	มกรา	REVIEW	mok̚˦˥ka˨˩raː˧	ma˦˥ka˨˩raː˧ | mok̚˦˥ka˨˩raː˧		
103	ซีเรียส	REVIEW	siː˧riat̚˥˩	siː˧ria̯s˥˩ | siː˧ria̯t̚˥˩		
102	ญาณวิทยา	REVIEW	jaːn˧na˦˥wit̚˦˥tʰa˦˥jaː˧	jaːn˧na˦˥wit̚˦˥tʰa˦˥jaː˧ | jaː˧na˦˥wit̚˦˥tʰa˦˥jaː˧		
100	อุปาทาน	REVIEW	ʔu˨˩paː˧tʰaːn˧	ʔup̚˨˩paː˧tʰaːn˧ | ʔu˨˩paː˧tʰaːn˧		
100	อัฒ	sandhi	ʔat̚˨˩tʰaʔ˨˩	ʔat̚˨˩ | ʔat̚˨˩tʰaʔ˦˥		
98	ทีปังกร	REVIEW	tʰiː˧paŋ˧kɔːn˧	tʰiː˧paŋ˧ka˨˩ra˦˥ | tʰiː˧paŋ˧kɔːn˧		
97	ไม้บรรทัด	vowel-length	maːj˦˥ban˧tʰat̚˦˥	maj˦˥ban˧tʰat̚˦˥ | maːj˦˥ban˧tʰat̚˦˥		
97	ใต้เท้า	vowel-length	taːj˥˩tʰaːw˦˥	taj˥˩tʰaːw˦˥ | taːj˥˩tʰaːw˦˥		
97	แลบ	vowel-length	lɛːp̚˥˩	lɛp̚˥˩ | lɛːp̚˥˩		
97	อุปัชฌาย์	REVIEW	ʔu˨˩pat̚˨˩tɕʰaː˧	ʔup̚˨˩pat̚˨˩tɕʰaː˧ | ʔu˨˩pat̚˨˩tɕʰaː˧		
97	อาทิตย	sandhi	ʔaː˧tʰit̚˦˥ta˨˩ja˦˥	ʔaː˧tʰit̚˦˥ | ʔaː˧tʰit̚˦˥ta˨˩ja˦˥		
97	วิสกี้	REVIEW	wis˦˥kiː˥˩	wis˦˥kiː˥˩ | wit̚˦˥sa˨˩kiː˥˩		
97	งอม	vowel-length	ŋɔːm˧	ŋɔm˧ | ŋɔːm˧		
96	โภชนา	REVIEW	pʰoː˧tɕʰa˦˥naː˧	pʰoːt̚˥˩tɕʰa˦˥naː˧ | pʰoː˧tɕʰa˦˥naː˧		
96	อามิส	sandhi	ʔaː˧mit̚˦˥	ʔaː˧mit̚˦˥ | ʔaː˧mit̚˦˥sa˨˩		
95	น้ำแร่	vowel-length	naːm˦˥rɛː˥˩	nam˦˥rɛː˥˩ | naːm˦˥rɛː˥˩		
94	โฮ่ง	vowel-length	hoːŋ˥˩	hoŋ˥˩ | hoːŋ˥˩		
92	มนุษย	sandhi	ma˦˥nut̚˦˥sa˨˩ja˦˥	ma˦˥nut̚˦˥ | ma˦˥nut̚˦˥sa˨˩ja˦˥		
92	ดุลพินิจ	REVIEW	dun˧pʰi˦˥nit̚˦˥	dun˧la˦˥pʰi˦˥nit̚˦˥ | dun˧pʰi˦˥nit̚˦˥		
91	มห	letter-names	ma˦˥ha˨˩	ma˦˥ha˨˩ | mɔː˧hɔː˩˩˦		
91	พาราเซตามอล	REVIEW	pʰaː˧raː˧seː˧taː˧mɔn˥˩	pʰaː˧raː˧seː˧taː˧mɔl˥˩ | pʰaː˧raː˧seː˧taː˧mɔn˥˩		
90	แฟลนเดอส์	REVIEW	flɛːn˧dɤː˧	flɛn˧dɤːs˥˩ | flɛn˧dɤː˥˩		
90	ฮามาส	REVIEW	haː˧maːt̚˥˩	haː˧maːs˦˥ | haː˧maːt̚˦˥		
90	บุคลิกลักษณะ	REVIEW	buk̚˨˩kʰa˦˥lik̚˦˥ka˨˩lak̚˦˥sa˨˩naʔ˨˩	buk̚˨˩kʰa˦˥lik̚˦˥ka˨˩lak̚˦˥sa˨˩naʔ˨˩ | buk̚˨˩kʰa˦˥lik̚˦˥lak̚˦˥sa˨˩naʔ˨˩		
88	ไอดาโฮ	tone-only	ʔaj˧daː˧hoː˥˩	ʔaj˧daː˧hoː˥˩ | ʔaj˧daː˧hoː˧		
88	อัลลอฮฺ	REVIEW		ʔan˧lɔʔ˦˥ | ʔan˧lɔː˧		
87	สมานฉันท์	REVIEW	sa˨˩maː˧	sa˨˩maːn˩˩˦na˦˥tɕʰan˩˩˦ | sa˨˩maː˧na˦˥tɕʰan˩˩˦		
85	พฤฒ	sandhi	pʰrɯt̚˦˥	pʰrɯt̚˦˥ | pʰrɯt̚˦˥tʰa˦˥		
85	ดุลยพินิจ	REVIEW	dun˧ja˦˥pʰi˦˥nit̚˦˥	dun˧ja˦˥pʰi˦˥nit̚˦˥ | dun˧la˦˥ja˦˥pʰi˦˥nit̚˦˥		
85	คาราเมล	REVIEW	kʰaː˧raː˧meːl˧	kʰaː˧raː˧meːl˧ | kʰaː˧raː˧meːw˧		
84	แซว	vowel-length	sɛːw˧	sɛw˧ | sɛːw˧		
83	อสมการ	REVIEW	ʔa˨˩sa˨˩ma˦˥kaːn˧	ʔa˨˩sa˨˩ma˦˥kaːn˧ | ʔa˨˩som˩˩˦ma˦˥kaːn˧		
83	คณาธิปไตย	REVIEW	kʰa˦˥naː˧tʰip̚˦˥pa˨˩taj˧	kʰa˦˥naː˧tʰip̚˦˥pa˨˩taj˧ | kʰa˦˥naː˧tʰi˦˥pa˨˩taj˧		
82	วาต	REVIEW	waːt̚˥˩	waːt̚˥˩ | waː˧ta˨˩		
82	ปรโลก	REVIEW	pɔː˧ra˦˥loːk̚˥˩	pa˨˩ra˦˥loːk̚˥˩ | pɔː˧ra˦˥loːk̚˥˩		
82	น้ำส้ม	vowel-length	naːm˦˥som˥˩	nam˦˥som˥˩ | naːm˦˥som˥˩		
81	สังหาริมทรัพย์	REVIEW	saŋ˩˩˦haː˩˩˦ri˦˥ma˦˥sap̚˦˥	saŋ˩˩˦haː˩˩˦rim˧ma˦˥sap̚˦˥ | saŋ˩˩˦haː˩˩˦ri˦˥ma˦˥sap̚˦˥		
80	โสภิต	REVIEW	soː˩˩˦pʰit̚˦˥	soː˩˩˦pʰit̚˦˥ | soː˩˩˦pʰi˦˥ta˨˩		
79	ถุงพลาสติก	REVIEW	tʰuŋ˩˩˦pʰlaːs˦˥tik̚˨˩	tʰuŋ˩˩˦pʰlaːs˦˥tik̚˨˩ | tʰuŋ˩˩˦pʰlaːt̚˦˥sa˨˩tik̚˨˩		
78	เปตอง	vowel-length	peː˧tɔːŋ˧	peː˧tɔŋ˧ | peː˧tɔːŋ˧		
78	ปริวรรต	sandhi	pa˨˩ri˦˥wat̚˦˥	pa˨˩ri˦˥wat̚˦˥ | pa˨˩ri˦˥wat̚˦˥ta˨˩		
78	บรั่นดี	REVIEW	bran˨˩diː˧	ba˨˩ran˨˩diː˧ | bran˨˩diː˧		
